Counter,coll.date,count.date,block,row.no,plant.no,total.berries,berry.no,mass,brix,big.seeds,med.seeds,lil.seeds,notes,total.seeds,big.med.seeds,percent.big.seeds,percent.big.med.seeds,percent.unfertilized
Erin/Meg,7/16/2018,3/21/2019,A,1,148,1,1,0.9618,11,36,19,7,,62,55,0.580645161,0.887096774,0.112903226
Erin/Meg,7/16/2018,3/21/2019,A,2,154,1,1,1.4877,14,39,49,8,,96,88,0.40625,0.916666667,0.083333333
Erin/Meg,7/18/2018,3/21/2019,A,5,225,1,1,1.7534,24,27,44,8,,79,71,0.341772152,0.898734177,0.101265823
Erin/Meg,7/19/2018,3/21/2019,A,2,154,3,1,1.1393,9,20,71,10,,101,91,0.198019802,0.900990099,0.099009901
Erin/Meg,7/19/2018,3/21/2019,A,2,154,3,2,1.2863,14,25,39,22,,86,64,0.290697674,0.744186047,0.255813953
Erin/Meg,7/19/2018,3/21/2019,A,2,154,3,3,1.7643,12,39,40,14,,93,79,0.419354839,0.849462366,0.150537634
Erin/Meg,7/16/2018,3/21/2019,A,2,226,1,1,2.0601,16,30,31,8,,69,61,0.434782609,0.884057971,0.115942029
Erin/Ryan,7/16/2018,3/7/2019,A,3,120,5,1,1.4165,10,52,19,20,,91,71,0.571428571,0.78021978,0.21978022
Erin/Ryan,7/16/2018,3/7/2019,A,3,120,5,2,0.9993,9,38,14,10,,62,52,0.612903226,0.838709677,0.161290323
Erin/Ryan,7/16/2018,3/7/2019,A,3,120,5,3,1.2318,9,32,44,14,,90,76,0.355555556,0.844444444,0.155555556
Erin/Ryan,7/16/2018,3/7/2019,A,3,120,5,4,1.4831,15,44,31,7,,82,75,0.536585366,0.914634146,0.085365854
Erin/Ryan,7/16/2018,3/7/2019,A,3,120,5,5,1.4621,14,22,44,22,,88,66,0.25,0.75,0.25
Erin/Ryan,7/16/2018,3/20/2018,A,1,63,5,1,1.3582,13,41,17,19,,77,58,0.532467532,0.753246753,0.246753247
Erin/Ryan,7/16/2018,3/20/2018,A,1,63,5,2,1.2602,14,36,25,12,,73,61,0.493150685,0.835616438,0.164383562
Erin/Ryan,7/16/2018,3/20/2018,A,1,63,5,3,1.3895,14,42,15,5,,62,57,0.677419355,0.919354839,0.080645161
Erin/Ryan,7/16/2018,3/20/2018,A,1,63,5,4,1.34,15,40,29,5,,74,69,0.540540541,0.932432432,0.067567568
Erin/Ryan,7/16/2018,3/20/2018,A,1,63,5,5,1.4704,14,32,29,14,,75,61,0.426666667,0.813333333,0.186666667
Erin/Ryan,7/16/2018,3/20/2018,A,2,118,4,1,1.9787,17,45,15,7,,67,60,0.671641791,0.895522388,0.104477612
Erin/Ryan,7/16/2018,3/20/2018,A,2,118,4,2,1.6266,11,27,42,8,,77,69,0.350649351,0.896103896,0.103896104
Erin/Ryan,7/16/2018,3/20/2018,A,2,118,4,3,1.4339,10,29,27,19,,75,56,0.386666667,0.746666667,0.253333333
Erin/Ryan,7/16/2018,3/20/2018,A,2,118,4,4,2.1443,15,27,29,18,,74,56,0.364864865,0.756756757,0.243243243
Erin/Ryan,7/19/2018,3/20/2018,A,3,120,3,1,2.207,14,38,36,17,,91,74,0.417582418,0.813186813,0.186813187
Erin/Ryan,7/19/2018,3/20/2018,A,3,120,3,2,2.483,14,48,38,14,,100,86,0.48,0.86,0.14
Erin/Ryan,7/19/2018,3/20/2018,A,3,120,3,3,2.0684,13,31,28,14,,73,59,0.424657534,0.808219178,0.191780822
Erin/Ryan,7/16/2018,3/20/2018,A,3,92,2,1,2.1124,11,30,52,7,,89,82,0.337078652,0.921348315,0.078651685
Erin/Ryan,7/16/2018,3/20/2018,A,3,92,2,2,2.3546,14,17,51,13,,81,68,0.209876543,0.839506173,0.160493827
Meg,7/18/2018,3/21/2019,A,5,32,4,1,1.9268,11,35,8,4,,47,43,0.744680851,0.914893617,0.085106383
Meg,7/18/2018,3/21/2019,A,5,32,4,2,1.5428,9,13,32,12,,57,45,0.228070175,0.789473684,0.210526316
Meg,7/18/2018,3/21/2019,A,5,32,4,3,1.7522,13,27,19,5,,51,46,0.529411765,0.901960784,0.098039216
Meg,7/18/2018,3/21/2019,A,5,32,4,4,1.526,10,28,23,9,,60,51,0.466666667,0.85,0.15
braden,7/26/2018,8/22/2018,C,2,271,5,1,1.4306,10,15,30,19,,64,45,0.234375,0.703125,0.296875
braden,7/26/2018,8/22/2018,C,2,271,5,2,1.2154,10,26,19,9,,54,45,0.481481481,0.833333333,0.166666667
braden,7/26/2018,8/22/2018,C,2,271,5,3,1.4385,10,42,17,10,,69,59,0.608695652,0.855072464,0.144927536
braden,7/26/2018,8/22/2018,C,2,271,5,4,1.1942,8,20,24,22,,66,44,0.303030303,0.666666667,0.333333333
braden,7/26/2018,8/22/2018,C,2,271,5,5,1.3759,10,36,24,16,,76,60,0.473684211,0.789473684,0.210526316
Elizabeth,7/26/2018,9/10/2018,C,4,235,1,1,1.5902,10,12,91,8,,111,103,0.108108108,0.927927928,0.072072072
Elizabeth,7/26/2018,9/10/2018,C,1,91,2,1,1.0149,8,14,54,7,,75,68,0.186666667,0.906666667,0.093333333
Elizabeth,7/26/2018,9/10/2018,C,1,91,2,2,1.2778,11,37,39,5,,81,76,0.456790123,0.938271605,0.061728395
Elizabeth,7/26/2018,9/10/2018,C,2,229,1,1,1.6322,13,19,96,10,,125,115,0.152,0.92,0.08
Elizabeth,7/26/2018,9/10/2018,C,6,223,2,1,1.568,10,22,73,4,,99,95,0.222222222,0.95959596,0.04040404
Elizabeth,7/26/2018,9/10/2018,C,6,223,2,2,1.5047,9,18,90,14,,122,108,0.147540984,0.885245902,0.114754098
Elizabeth,7/23/2018,9/10/2018,C,2,271,6,1,1.3038,10,46,27,8,,81,73,0.567901235,0.901234568,0.098765432
Elizabeth,7/23/2018,9/10/2018,C,2,271,6,2,1.2158,9,51,22,14,,87,73,0.586206897,0.83908046,0.16091954
Elizabeth,7/23/2018,9/10/2018,C,2,271,6,3,1.5068,12,50,26,13,,89,76,0.561797753,0.853932584,0.146067416
Elizabeth,7/23/2018,9/10/2018,C,2,271,6,4,1.4276,8,46,34,10,,90,80,0.511111111,0.888888889,0.111111111
Elizabeth,7/23/2018,9/10/2018,C,2,271,6,5,1.4812,9,47,30,12,,89,77,0.528089888,0.865168539,0.134831461
Elizabeth,7/23/2018,9/10/2018,C,6,322,5,1,1.3892,8,10,41,18,,69,51,0.144927536,0.739130435,0.260869565
Elizabeth,7/23/2018,9/10/2018,C,6,322,5,2,1.4283,9,10,36,24,,70,46,0.142857143,0.657142857,0.342857143
Elizabeth,7/23/2018,9/10/2018,C,6,322,5,3,1.5022,8,18,23,10,,51,41,0.352941176,0.803921569,0.196078431
Elizabeth,7/23/2018,9/10/2018,C,6,322,5,4,1.9867,9,12,30,18,,60,42,0.2,0.7,0.3
Elizabeth,7/23/2018,9/10/2018,C,6,322,5,5,1.5245,7,19,48,5,,72,67,0.263888889,0.930555556,0.069444444
Elizabeth,7/23/2018,9/11/2018,C,1,292,4,1,0.956,13,29,21,5,,55,50,0.527272727,0.909090909,0.090909091
Elizabeth,7/23/2018,9/11/2018,C,1,292,4,2,1.1764,8,38,35,7,,80,73,0.475,0.9125,0.0875
Elizabeth,7/23/2018,9/11/2018,C,1,292,4,3,2.2119,15,29,48,11,,88,77,0.329545455,0.875,0.125
Elizabeth,7/23/2018,9/11/2018,C,1,292,4,4,1.7035,14,20,51,9,,80,71,0.25,0.8875,0.1125
Elizabeth,7/23/2018,9/11/2018,C,4,235,4,1,1.2008,14,4,49,40,,93,53,0.043010753,0.569892473,0.430107527
Elizabeth,7/23/2018,9/11/2018,C,4,235,4,2,1.9003,12,8,60,15,,83,68,0.096385542,0.819277108,0.180722892
Elizabeth,7/23/2018,9/11/2018,C,4,235,4,3,1.8789,10,22,76,12,,110,98,0.2,0.890909091,0.109090909
Elizabeth,7/23/2018,9/11/2018,C,4,235,4,4,1.7904,10,22,88,11,,121,110,0.181818182,0.909090909,0.090909091
Elizabeth,7/23/2018,9/17/2018,C,1,28,4,1,2.2083,11,21,79,12,,112,100,0.1875,0.892857143,0.107142857
Elizabeth,7/23/2018,9/17/2018,C,1,28,4,2,1.4776,12,13,64,13,,90,77,0.144444444,0.855555556,0.144444444
Elizabeth,7/23/2018,9/17/2018,C,1,28,4,3,1.9091,11,10,70,22,,102,80,0.098039216,0.784313725,0.215686275
Elizabeth,7/23/2018,9/17/2018,C,1,28,4,4,1.6853,9,30,62,15,,107,92,0.280373832,0.859813084,0.140186916
Elizabeth,7/23/2018,9/17/2018,C,1,256,1,1,2.118,10,24,83,9,,116,107,0.206896552,0.922413793,0.077586207
Elizabeth,7/23/2018,9/17/2018,C,1,13,1,1,1.3583,16,13,79,15,,107,92,0.121495327,0.859813084,0.140186916
Elizabeth,7/23/2018,9/25/2018,C,2,70,2,1,1.1004,13,10,44,8,,62,54,0.161290323,0.870967742,0.129032258
Elizabeth,7/23/2018,9/25/2018,C,2,70,2,2,1.408,13,17,18,3,,38,35,0.447368421,0.921052632,0.078947368
Elizabeth,7/23/2018,9/25/2018,C,1,61,1,1,1.2826,8,16,78,11,,105,94,0.152380952,0.895238095,0.104761905
Elizabeth,7/23/2018,9/25/2018,C,4,294,6,1,2.0127,9,18,76,9,,103,94,0.174757282,0.912621359,0.087378641
Elizabeth,7/23/2018,9/25/2018,C,4,294,6,2,1.6647,9,32,51,12,,95,83,0.336842105,0.873684211,0.126315789
Elizabeth,7/23/2018,9/25/2018,C,4,294,6,3,1.2431,8,23,67,7,,97,90,0.237113402,0.927835052,0.072164948
Elizabeth,7/23/2018,9/25/2018,C,4,294,6,4,1.6929,10,8,68,17,,93,76,0.086021505,0.817204301,0.182795699
Elizabeth,7/23/2018,9/25/2018,C,4,294,6,5,1.126,8,3,32,22,,57,35,0.052631579,0.614035088,0.385964912
Elizabeth,7/25/2018,10/1/2018,C,6,26,4,1,1.2116,8,34,43,11,,88,77,0.386363636,0.875,0.125
Elizabeth,7/25/2018,10/1/2018,C,6,26,4,2,1.6285,10,37,42,15,,94,79,0.393617021,0.840425532,0.159574468
Elizabeth,7/25/2018,10/1/2018,C,6,26,4,3,1.3404,9,40,41,11,,92,81,0.434782609,0.880434783,0.119565217
Elizabeth,7/25/2018,10/1/2018,C,6,26,4,4,1.6997,9,38,46,7,,91,84,0.417582418,0.923076923,0.076923077
Elizabeth,7/25/2018,10/1/2018,C,5,1,2,1,1.5222,9,26,81,5,,112,107,0.232142857,0.955357143,0.044642857
Elizabeth,7/25/2018,10/1/2018,C,5,1,2,2,1.3369,10,12,88,4,,104,100,0.115384615,0.961538462,0.038461538
Elizabeth,7/25/2018,10/2/2018,C,1,13,3,1,1.7072,10,20,73,8,,101,93,0.198019802,0.920792079,0.079207921
Elizabeth,7/25/2018,10/2/2018,C,1,13,3,2,1.3521,9,22,86,9,,117,108,0.188034188,0.923076923,0.076923077
Elizabeth,7/25/2018,10/2/2018,C,1,13,3,3,1.7677,10,12,75,16,,103,87,0.116504854,0.844660194,0.155339806
Elizabeth,7/16/2018,10/9/2018,C,6,367,5,1,1.635,8,40,27,1,,68,67,0.588235294,0.985294118,0.014705882
Elizabeth,7/16/2018,10/9/2018,C,6,367,5,2,1.6707,9,40,37,8,,85,77,0.470588235,0.905882353,0.094117647
Elizabeth,7/16/2018,10/9/2018,C,6,367,5,3,2.1334,10,61,24,8,,93,85,0.655913978,0.913978495,0.086021505
Elizabeth,7/16/2018,10/9/2018,C,6,367,5,4,1.7547,8,57,32,7,,96,89,0.59375,0.927083333,0.072916667
Elizabeth,7/16/2018,10/9/2018,C,6,367,5,5,1.6433,8,43,49,7,,99,92,0.434343434,0.929292929,0.070707071
Elizabeth,7/16/2018,10/15/2018,C,5,9,15,1,2.4527,11,24,14,1,,39,38,0.615384615,0.974358974,0.025641026
Elizabeth,7/16/2018,10/15/2018,C,5,9,15,2,2.6592,12,40,21,4,,65,61,0.615384615,0.938461538,0.061538462
Elizabeth,7/16/2018,10/15/2018,C,5,9,15,3,3.2198,14,40,21,1,,62,61,0.64516129,0.983870968,0.016129032
Elizabeth,7/16/2018,10/15/2018,C,5,9,15,4,2.944,13,21,30,11,,62,51,0.338709677,0.822580645,0.177419355
Elizabeth,7/16/2018,10/15/2018,C,5,9,15,5,3.4496,14,50,19,7,,76,69,0.657894737,0.907894737,0.092105263
Elizabeth,7/16/2018,10/15/2018,C,2,221,8,1,2.5071,12,19,53,5,,77,72,0.246753247,0.935064935,0.064935065
Elizabeth,7/16/2018,10/15/2018,C,2,221,8,2,3.0213,13,30,29,12,,71,59,0.422535211,0.830985915,0.169014085
Elizabeth,7/16/2018,10/15/2018,C,2,221,8,3,1.6562,10,35,29,7,,71,64,0.492957746,0.901408451,0.098591549
Elizabeth,7/16/2018,10/15/2018,C,2,221,8,4,2.9566,11,43,31,16,,90,74,0.477777778,0.822222222,0.177777778
Elizabeth,7/16/2018,10/15/2018,C,2,221,8,5,3.5805,13,41,29,16,,86,70,0.476744186,0.813953488,0.186046512
Elizabeth,7/16/2018,10/15/2018,C,6,339,7,1,2.1053,12,25,30,13,,68,55,0.367647059,0.808823529,0.191176471
Elizabeth,7/16/2018,10/15/2018,C,6,339,7,2,1.8063,16,36,40,5,,81,76,0.444444444,0.938271605,0.061728395
Elizabeth,7/16/2018,10/15/2018,C,6,339,7,3,3.0291,13,30,29,9,,68,59,0.441176471,0.867647059,0.132352941
Elizabeth,7/16/2018,10/15/2018,C,6,339,7,4,1.9869,12,24,45,9,,78,69,0.307692308,0.884615385,0.115384615
Elizabeth,7/16/2018,10/15/2018,C,6,339,7,5,1.9764,14,27,45,5,,77,72,0.350649351,0.935064935,0.064935065
Elizabeth,7/16/2018,10/15/2018,C,6,86,10,1,1.6471,11,35,42,11,,88,77,0.397727273,0.875,0.125
Elizabeth,7/16/2018,10/15/2018,C,6,86,10,2,1.7872,10,33,41,4,,78,74,0.423076923,0.948717949,0.051282051
Elizabeth,7/16/2018,10/15/2018,C,6,86,10,3,1.8781,12,36,34,13,,83,70,0.43373494,0.843373494,0.156626506
Elizabeth,7/16/2018,10/15/2018,C,6,86,10,4,2.1529,14,26,51,9,,86,77,0.302325581,0.895348837,0.104651163
Elizabeth,7/16/2018,10/15/2018,C,6,86,10,5,2.0456,12,35,40,11,,86,75,0.406976744,0.872093023,0.127906977
Elizabeth,7/16/2018,10/15/2018,C,6,223,3,1,2.0218,11,33,25,6,,64,58,0.515625,0.90625,0.09375
Elizabeth,7/16/2018,10/15/2018,C,6,223,3,2,1.7713,11,41,19,10,,70,60,0.585714286,0.857142857,0.142857143
Elizabeth,7/16/2018,10/15/2018,C,6,223,3,3,2.6786,13,24,33,5,,62,57,0.387096774,0.919354839,0.080645161
Elizabeth,7/16/2018,10/16/2018,C,6,192,24,1,1.4953,10,33,31,1,,65,64,0.507692308,0.984615385,0.015384615
Elizabeth,7/16/2018,10/16/2018,C,6,192,24,2,1.719,12,28,30,8,,66,58,0.424242424,0.878787879,0.121212121
Elizabeth,7/16/2018,10/16/2018,C,6,192,24,3,2.1221,11,34,33,7,,74,67,0.459459459,0.905405405,0.094594595
Elizabeth,7/16/2018,10/16/2018,C,6,192,24,4,1.8538,11,18,45,9,,72,63,0.25,0.875,0.125
Elizabeth,7/16/2018,10/16/2018,C,6,192,24,5,1.6494,11,28,41,8,,77,69,0.363636364,0.896103896,0.103896104
Elizabeth,7/20/2018,10/29/2018,C,4,66,1,1,1.4967,13,29,42,3,,74,71,0.391891892,0.959459459,0.040540541
Elizabeth,7/20/2018,10/29/2018,C,2,221,2,1,2.5675,10,29,42,13,,84,71,0.345238095,0.845238095,0.154761905
Elizabeth,7/20/2018,10/29/2018,C,2,221,2,2,1.9364,9,37,38,9,,84,75,0.44047619,0.892857143,0.107142857
Elizabeth,7/20/2018,10/30/2018,C,6,376,2,1,2.0226,10,31,41,2,,74,72,0.418918919,0.972972973,0.027027027
Elizabeth,7/20/2018,10/30/2018,C,6,376,2,2,1.707,7,31,49,5,,85,80,0.364705882,0.941176471,0.058823529
Elizabeth,7/24/2018,11/26/2018,C,1,28,5,1,1.1024,8,14,92,9,,115,106,0.12173913,0.92173913,0.07826087
Elizabeth,7/24/2018,11/26/2018,C,1,28,5,2,1.6983,9,13,96,17,,126,109,0.103174603,0.865079365,0.134920635
Elizabeth,7/24/2018,11/26/2018,C,1,28,5,3,1.665,7,11,89,5,,105,100,0.104761905,0.952380952,0.047619048
Elizabeth,7/24/2018,11/26/2018,C,1,28,5,4,1.8262,9,16,76,7,,99,92,0.161616162,0.929292929,0.070707071
Elizabeth,7/24/2018,11/26/2018,C,1,28,5,5,1.4932,7,31,64,10,,105,95,0.295238095,0.904761905,0.095238095
Elizabeth,7/24/2018,11/26/2018,C,1,40,1,1,2.238,12,15,34,2,,51,49,0.294117647,0.960784314,0.039215686
Erin/Laney,7/17/2018,3/22/2019,C,3,95,21,1,1.634,14,56,27,6,,89,83,0.629213483,0.93258427,0.06741573
Erin/Laney,7/17/2018,3/22/2019,C,3,95,21,2,1.3888,11,48,24,9,,81,72,0.592592593,0.888888889,0.111111111
Erin/Laney,7/17/2018,3/22/2019,C,3,95,21,3,1.4949,10,61,13,20,,94,74,0.64893617,0.787234043,0.212765957
Erin/Laney,7/17/2018,3/22/2019,C,3,95,21,4,1.632,10,60,23,12,,95,83,0.631578947,0.873684211,0.126315789
Erin/Laney,7/17/2018,3/22/2019,C,3,95,21,5,1.8475,12,66,8,9,,83,74,0.795180723,0.891566265,0.108433735
Erin/Laney,7/17/2018,3/22/2019,C,1,190,12,1,1.3806,14,49,30,14,,93,79,0.52688172,0.849462366,0.150537634
Erin/Laney,7/17/2018,3/22/2019,C,1,190,12,2,1.9855,15,55,22,18,,95,77,0.578947368,0.810526316,0.189473684
Erin/Laney,7/17/2018,3/22/2019,C,1,190,12,3,1.9877,14,40,30,17,,87,70,0.459770115,0.804597701,0.195402299
Erin/Laney,7/17/2018,3/22/2019,C,1,190,12,4,1.5548,14,52,20,7,,79,72,0.658227848,0.911392405,0.088607595
Erin/Laney,7/17/2018,3/22/2019,C,1,190,12,5,1.7508,12,42,23,13,,78,65,0.538461538,0.833333333,0.166666667
Erin/Laney,7/17/2018,3/25/2019,C,4,378,7,1,2.3096,22,33,42,6,,81,75,0.407407407,0.925925926,0.074074074
Erin/Laney,7/17/2018,3/25/2019,C,4,378,7,2,2.2113,20,32,51,7,,90,83,0.355555556,0.922222222,0.077777778
Erin/Laney,7/17/2018,3/25/2019,C,4,378,7,3,2.2033,20,33,53,5,,91,86,0.362637363,0.945054945,0.054945055
Erin/Laney,7/17/2018,3/25/2019,C,4,378,7,4,1.266,15,28,50,12,,90,78,0.311111111,0.866666667,0.133333333
Erin/Laney,7/17/2018,3/25/2019,C,4,378,7,5,1.5696,7,22,58,6,,86,80,0.255813953,0.930232558,0.069767442
Erin/Laney,7/17/2018,3/25/2019,C,1,75,15,1,1.0375,12,41,22,5,,68,63,0.602941176,0.926470588,0.073529412
Erin/Laney,7/17/2018,3/25/2019,C,1,75,15,2,1.6182,15,44,35,16,,95,79,0.463157895,0.831578947,0.168421053
Erin/Laney,7/17/2018,3/25/2019,C,1,75,15,3,1.6065,13,46,46,10,,102,92,0.450980392,0.901960784,0.098039216
Erin/Laney,7/17/2018,3/25/2019,C,1,75,15,4,1.3609,16,47,47,3,,97,94,0.484536082,0.969072165,0.030927835
Erin/Laney,7/17/2018,3/25/2019,C,1,75,15,5,1.7243,18,41,33,10,,84,74,0.488095238,0.880952381,0.119047619
Erin/Meg,7/17/2018,3/26/2019,C,5,359,8,1,2.045,17,48,12,10,,70,60,0.685714286,0.857142857,0.142857143
Erin/Meg,7/17/2018,3/26/2019,C,5,359,8,2,2.5153,13,47,19,13,,79,66,0.594936709,0.835443038,0.164556962
Erin/Meg,7/17/2018,3/26/2019,C,5,359,8,3,1.7547,13,46,16,10,,72,62,0.638888889,0.861111111,0.138888889
Erin/Meg,7/17/2018,3/26/2019,C,5,359,8,4,2.1848,12,48,14,14,,76,62,0.631578947,0.815789474,0.184210526
Erin/Meg,7/17/2018,3/26/2019,C,5,359,8,5,1.8731,9,48,13,12,,73,61,0.657534247,0.835616438,0.164383562
Erin/Meg,7/18/2018,4/23/2019,C,4,324,4,1,1.5735,13,35,56,13,,104,91,0.336538462,0.875,0.125
Erin/Meg,7/18/2018,4/23/2019,C,4,324,4,2,1.6881,14,31,53,10,,94,84,0.329787234,0.893617021,0.106382979
Erin/Meg,7/18/2018,4/23/2019,C,4,324,4,3,1.5335,10,31,55,17,,103,86,0.300970874,0.834951456,0.165048544
Erin/Meg,7/18/2018,4/23/2019,C,4,324,4,4,1.4585,11,18,74,15,,107,92,0.168224299,0.859813084,0.140186916
Erin/Meg,7/18/2018,4/23/2019,C,6,375,7,1,1.4401,13,34,35,10,,79,69,0.430379747,0.873417722,0.126582278
Erin/Meg,7/18/2018,4/23/2019,C,6,375,7,2,2.1419,19,32,18,22,,72,50,0.444444444,0.694444444,0.305555556
Erin/Meg,7/18/2018,4/23/2019,C,6,375,7,3,2.2532,17,38,30,13,,81,68,0.469135802,0.839506173,0.160493827
Erin/Meg,7/18/2018,4/23/2019,C,6,375,7,4,1.3404,14,18,26,9,,53,44,0.339622642,0.830188679,0.169811321
Erin/Meg,7/18/2018,4/23/2019,C,6,375,7,5,1.6427,14,43,35,14,,92,78,0.467391304,0.847826087,0.152173913
Erin/Meg,7/18/2018,4/23/2019,C,3,16,3,1,1.2876,15,28,39,7,,74,67,0.378378378,0.905405405,0.094594595
Erin/Meg,7/18/2018,4/23/2019,C,3,16,3,2,1.9047,15,34,23,5,,62,57,0.548387097,0.919354839,0.080645161
Erin/Meg,7/18/2018,4/23/2019,C,3,16,3,3,1.5153,15,35,32,4,,71,67,0.492957746,0.943661972,0.056338028
Erin/Meg,7/18/2018,4/23/2019,C,1,96,8,1,2.3794,22,27,47,14,,88,74,0.306818182,0.840909091,0.159090909
Erin/Meg,7/18/2018,4/23/2019,C,1,96,8,2,2.2617,15,31,42,14,,87,73,0.356321839,0.83908046,0.16091954
Erin/Meg,7/18/2018,4/23/2019,C,1,96,8,3,1.9038,15,23,44,16,,83,67,0.277108434,0.807228916,0.192771084
Erin/Meg,7/18/2018,4/23/2019,C,1,96,8,4,1.3428,14,17,24,12,,53,41,0.320754717,0.773584906,0.226415094
Erin/Meg,7/18/2018,4/23/2019,C,1,96,8,5,2.06,17,29,45,12,,86,74,0.337209302,0.860465116,0.139534884
Erin/Meg,7/18/2018,4/23/2019,C,3,97,8,1,1.8848,12,35,35,15,,85,70,0.411764706,0.823529412,0.176470588
Erin/Meg,7/18/2018,4/23/2019,C,3,97,8,2,1.8599,13,40,35,28,,103,75,0.388349515,0.72815534,0.27184466
Erin/Meg,7/18/2018,4/23/2019,C,3,97,8,3,2.0321,19,26,35,10,,71,61,0.366197183,0.85915493,0.14084507
Erin/Meg,7/18/2018,4/23/2019,C,3,97,8,4,1.7956,13,23,43,20,,86,66,0.26744186,0.76744186,0.23255814
Erin/Meg,7/18/2018,4/23/2019,C,3,97,8,5,1.5562,11,25,37,26,,88,62,0.284090909,0.704545455,0.295454545
Erin/Meg,7/18/2018,4/23/2019,C,3,71,4,1,2.1436,15,41,26,11,,78,67,0.525641026,0.858974359,0.141025641
Erin/Meg,7/18/2018,4/23/2019,C,3,71,4,2,1.8752,15,29,28,14,,71,57,0.408450704,0.802816901,0.197183099
Erin/Meg,7/18/2018,4/23/2019,C,3,71,4,3,2.6519,16,45,39,6,,90,84,0.5,0.933333333,0.066666667
Erin/Meg,7/18/2018,4/23/2019,C,3,71,4,4,1.8855,11,36,20,9,,65,56,0.553846154,0.861538462,0.138461538
